refYear,flowDesc,partnerCode,partnerISO,cmdCode,motCode,motDesc,primaryValue
2020,Export,858,URY,12,1000,Air,49526.906
2020,Export,858,URY,12,0,TOTAL MOT,49526.906
2020,Export,76,BRA,23,0,TOTAL MOT,1190616.881
2020,Export,76,BRA,23,1000,Air,1738.74
2020,Export,40,AUT,25,3100,Railway,9.595
2020,Export,40,AUT,25,0,TOTAL MOT,8046110.548
2020,Export,104,MMR,27,3200,Road,250.524
2020,Export,380,ITA,27,0,TOTAL MOT,891526109.488
2020,Export,276,DEU,27,0,TOTAL MOT,506625105.21
2020,Export,276,DEU,27,9100,Pipelines and cables,354768745.43
2020,Export,104,MMR,27,0,TOTAL MOT,2887.95
2020,Export,380,ITA,27,9100,Pipelines and cables,866525361.733
2020,Export,40,AUT,27,9100,Pipelines and cables,105790834.36
2020,Export,834,TZA,27,0,TOTAL MOT,2528.689
2020,Export,40,AUT,27,0,TOTAL MOT,112556662.985
2020,Export,834,TZA,27,3200,Road,2528.689
2020,Export,276,DEU,28,3200,Road,46055528.997
2020,Export,276,DEU,28,0,TOTAL MOT,50353541.858
2020,Export,414,KWT,28,3200,Road,28865.643
2020,Export,860,UZB,28,1000,Air,158.843
2020,Export,414,KWT,28,0,TOTAL MOT,162261.435
2020,Export,860,UZB,28,0,TOTAL MOT,240.929
2020,Export,276,DEU,31,0,TOTAL MOT,7445656.781
2020,Export,276,DEU,31,2200,Inland waterway,3.198
2020,Export,40,AUT,38,3100,Railway,1064.992
2020,Export,276,DEU,38,2200,Inland waterway,1.066
2020,Export,251,FRA,27,0,TOTAL MOT,247090877.111
2020,Export,251,FRA,27,9100,Pipelines and cables,229998409.311
2020,Export,0,W00,12,0,TOTAL MOT,34588961.851
2020,Export,0,W00,12,1000,Air,9691727.226
2020,Export,0,W00,23,1000,Air,2103034.294
2020,Export,0,W00,23,0,TOTAL MOT,254905079.612
2020,Export,0,W00,25,0,TOTAL MOT,54586196.857
2020,Export,0,W00,25,3100,Railway,743418.493
2020,Export,0,W00,27,3200,Road,77342073.482
2020,Export,0,W00,27,9100,Pipelines and cables,1557083350.834
2020,Export,0,W00,27,0,TOTAL MOT,1944808710.657
2020,Export,0,W00,28,1000,Air,301713397.75
2020,Export,0,W00,28,3200,Road,297561702.367
2020,Export,0,W00,28,0,TOTAL MOT,609925724.868
2020,Export,0,W00,31,2200,Inland waterway,24567.298
2020,Export,0,W00,31,0,TOTAL MOT,17907068.028
2020,Export,0,W00,38,2200,Inland waterway,36563346.441
2020,Export,348,HUN,1,0,TOTAL MOT,53838.043
2020,Export,842,USA,1,0,TOTAL MOT,2299632.379
2020,Export,752,SWE,1,0,TOTAL MOT,22676.112
2020,Export,392,JPN,1,0,TOTAL MOT,10820.485
2020,Export,724,ESP,1,0,TOTAL MOT,73450.305
2020,Export,208,DNK,1,0,TOTAL MOT,47094.162
2020,Export,579,NOR,1,0,TOTAL MOT,6948.564
2020,Export,376,ISR,1,0,TOTAL MOT,10.661
2020,Export,251,FRA,1,0,TOTAL MOT,3047830.009
2020,Export,528,NLD,1,0,TOTAL MOT,743095.478
2020,Export,826,GBR,1,0,TOTAL MOT,153019.782
2020,Export,276,DEU,1,0,TOTAL MOT,5741178.796
2020,Export,56,BEL,1,0,TOTAL MOT,1616095.41
2020,Export,156,CHN,2,0,TOTAL MOT,7264063.456
2020,Export,251,FRA,2,0,TOTAL MOT,49035217.668
2020,Export,276,DEU,2,0,TOTAL MOT,12060248.25
2020,Export,0,W00,2,0,TOTAL MOT,79522898.002
2020,Export,0,W00,3,0,TOTAL MOT,3168700.69
2020,Export,724,ESP,3,0,TOTAL MOT,34126.637
2020,Export,804,UKR,4,0,TOTAL MOT,763246.099
2020,Export,203,CZE,4,0,TOTAL MOT,401414.41
2020,Export,376,ISR,4,0,TOTAL MOT,789138.507
2020,Export,344,HKG,4,0,TOTAL MOT,6983705.222
2020,Export,724,ESP,4,0,TOTAL MOT,6689813.385
2020,Export,40,AUT,4,0,TOTAL MOT,26737230.923
2020,Export,276,DEU,4,0,TOTAL MOT,306551333.625
2020,Export,528,NLD,4,0,TOTAL MOT,28138251.335
2020,Export,246,FIN,4,0,TOTAL MOT,305237.888
2020,Export,752,SWE,4,0,TOTAL MOT,1136070.976
2020,Export,703,SVK,4,0,TOTAL MOT,269502.57
2020,Export,251,FRA,4,0,TOTAL MOT,79176736.293
2020,Export,360,IDN,4,0,TOTAL MOT,684389.816
2020,Export,826,GBR,4,0,TOTAL MOT,19029036.127
2020,Export,699,IND,4,0,TOTAL MOT,102637.897
2020,Export,860,UZB,4,0,TOTAL MOT,63.963
2020,Export,0,W00,4,0,TOTAL MOT,797896330.855
2020,Export,842,USA,4,0,TOTAL MOT,99218979.187
2020,Export,458,MYS,4,0,TOTAL MOT,1525917.594
2020,Export,124,CAN,5,0,TOTAL MOT,244595.199
2020,Export,246,FIN,5,0,TOTAL MOT,309983.976
2020,Export,56,BEL,5,0,TOTAL MOT,8707.559
2020,Export,203,CZE,5,0,TOTAL MOT,15350.164
2020,Export,752,SWE,5,0,TOTAL MOT,74876.69
2020,Export,191,HRV,5,0,TOTAL MOT,7333.411
2020,Export,591,PAN,5,0,TOTAL MOT,9485.781
2020,Export,276,DEU,5,0,TOTAL MOT,16446346.255
2020,Export,705,SVN,5,0,TOTAL MOT,14850.183
2020,Export,716,ZWE,5,0,TOTAL MOT,2230.193
2020,Export,528,NLD,5,0,TOTAL MOT,1752358.897
2020,Export,0,W00,5,0,TOTAL MOT,38299294.446
2020,Export,40,AUT,5,0,TOTAL MOT,3242495.332
2020,Export,36,AUS,5,0,TOTAL MOT,41271.355
2020,Export,616,POL,5,0,TOTAL MOT,530041.726
2020,Export,826,GBR,5,0,TOTAL MOT,387735.824
2020,Export,251,FRA,5,0,TOTAL MOT,11562947.286
2020,Export,558,NIC,5,0,TOTAL MOT,6951.762
