refYear,flowDesc,partnerCode,partnerISO,cmdCode,motCode,motDesc,primaryValue
2023,Export,100,BGR,30,0,TOTAL MOT,315175678.062
2023,Export,100,BGR,32,0,TOTAL MOT,10706440.546
2023,Export,100,BGR,33,0,TOTAL MOT,17135031.93
2023,Export,100,BGR,34,0,TOTAL MOT,1246807.054
2023,Export,100,BGR,36,0,TOTAL MOT,2775049.153
2023,Export,100,BGR,37,0,TOTAL MOT,22.251
2023,Export,100,BGR,39,0,TOTAL MOT,24975561.417
2023,Export,100,BGR,40,0,TOTAL MOT,1228596.623
2023,Export,100,BGR,42,0,TOTAL MOT,344293.74
2023,Export,100,BGR,43,0,TOTAL MOT,471.727
2023,Export,100,BGR,44,0,TOTAL MOT,332715.297
2023,Export,100,BGR,45,0,TOTAL MOT,21849.624
2023,Export,100,BGR,47,0,TOTAL MOT,4544.82
2023,Export,100,BGR,48,0,TOTAL MOT,1577290.55
2023,Export,100,BGR,49,0,TOTAL MOT,662095.13
2023,Export,100,BGR,52,0,TOTAL MOT,189344.868
2023,Export,100,BGR,54,0,TOTAL MOT,4522835.529
2023,Export,100,BGR,56,0,TOTAL MOT,134358.668
2023,Export,100,BGR,62,0,TOTAL MOT,90644.956
2023,Export,100,BGR,63,0,TOTAL MOT,1563659.428
2023,Export,100,BGR,64,0,TOTAL MOT,107752.837
2023,Export,100,BGR,65,0,TOTAL MOT,23473.966
2023,Export,100,BGR,68,0,TOTAL MOT,1819466.584
2023,Export,100,BGR,69,0,TOTAL MOT,40104.558
2023,Export,100,BGR,70,0,TOTAL MOT,488484.127
2023,Export,100,BGR,71,0,TOTAL MOT,2796129.996
2023,Export,100,BGR,72,0,TOTAL MOT,255708.138
2023,Export,100,BGR,73,0,TOTAL MOT,12526980.753
2023,Export,100,BGR,74,0,TOTAL MOT,1595363.023
2023,Export,100,BGR,75,0,TOTAL MOT,14755.923
2023,Export,100,BGR,76,0,TOTAL MOT,3292696.893
2023,Export,100,BGR,80,0,TOTAL MOT,3504.573
2023,Export,100,BGR,81,0,TOTAL MOT,27613.813
2023,Export,100,BGR,83,0,TOTAL MOT,281836.679
2023,Export,100,BGR,84,0,TOTAL MOT,45048275.844
2023,Export,100,BGR,85,0,TOTAL MOT,66068961.796
2023,Export,100,BGR,86,0,TOTAL MOT,792712.249
2023,Export,100,BGR,87,0,TOTAL MOT,36707066.315
2023,Export,100,BGR,90,0,TOTAL MOT,16363900.066
2023,Export,100,BGR,91,0,TOTAL MOT,16978831.426
2023,Export,100,BGR,94,0,TOTAL MOT,442845.681
2023,Export,100,BGR,95,0,TOTAL MOT,277617.84
2023,Export,100,BGR,96,0,TOTAL MOT,2858051.914
2023,Export,100,BGR,97,0,TOTAL MOT,149737.626
2023,Export,108,BDI,39,0,TOTAL MOT,442.8
2023,Export,108,BDI,40,0,TOTAL MOT,157.984
2023,Export,108,BDI,74,0,TOTAL MOT,142.408
2023,Export,108,BDI,83,0,TOTAL MOT,3144.103
2023,Export,108,BDI,84,0,TOTAL MOT,19501.004
2023,Export,108,BDI,85,0,TOTAL MOT,20699.234
2023,Export,108,BDI,90,0,TOTAL MOT,201848.964
2023,Export,112,BLR,70,0,TOTAL MOT,3959.612
2023,Export,112,BLR,71,0,TOTAL MOT,1074.736
2023,Export,112,BLR,73,0,TOTAL MOT,436725.472
2023,Export,112,BLR,83,0,TOTAL MOT,4767.332
2023,Export,112,BLR,85,0,TOTAL MOT,50152.114
2023,Export,112,BLR,90,0,TOTAL MOT,7348481.821
2023,Export,112,BLR,91,0,TOTAL MOT,6268523.611
2023,Export,112,BLR,96,0,TOTAL MOT,6876.752
2023,Export,120,CMR,68,0,TOTAL MOT,38726.092
