typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20200101","2020","52","2020","757","CHE","Switzerland","X","Export","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3.244","true","-1","N/A","0","false","3.244","true","0","false","0","1462489.296","1462489.296","6","false","true",
"C","A","20200101","2020","52","2020","757","CHE","Switzerland","X","Export","826","GBR","United Kingdom","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.079","true","-1","N/A","0","false","0.079","true","0","false","0","4788.731","4788.731","6","false","true",
"C","A","20200101","2020","52","2020","757","CHE","Switzerland","X","Export","842","USA","USA","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13.518","true","-1","N/A","0","false","13.518","true","0","false","0","240252.08","240252.08","6","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","0","W00","World","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","20986167.864","0","20986167.864","0","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22.686","true","-1","N/A","0","false","22.686","true","0","false","719167.348","0","719167.348","6","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","40","AUT","Austria","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.052","true","-1","N/A","0","false","0.052","true","0","false","785.602","0","785.602","6","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","44","BHS","Bahamas","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.296","true","-1","N/A","0","false","0.296","true","0","false","2584.39","0","2584.39","6","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","56","BEL","Belgium","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.641","true","-1","N/A","0","false","0.641","true","0","false","4162.16","0","4162.16","6","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","76","BRA","Brazil","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12","false","8","kg","12","false","12","false","0","false","555.83","0","555.83","0","false","true",
"C","A","20210101","2021","52","2021","757","CHE","Switzerland","M","Import","124","CAN","Canada","0","W00","World","H5","HS","true","7101","Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","1294.383","0","1294.383","0","false","true",
