trade_year,trade_flow,partner_code,commodities_code,quantity,units,weight_kg,trade_value
2021,Export,400,7103,0.0,N/A,0.0,460.639
2021,Export,414,7103,0.0,N/A,0.0,5592.218
2021,Export,620,7103,0.0,N/A,0.0,166545.469
2021,Export,682,7103,0.0,N/A,0.0,1768.152
2021,Export,688,7103,0.0,N/A,0.0,1951.97
2021,Export,724,7103,0.0,N/A,0.0,594242.381
2021,Export,788,7103,0.0,N/A,0.0,68.932
2021,Export,792,7103,0.0,N/A,0.0,1026.316
2021,Export,804,7103,0.0,N/A,0.0,6093.34
2021,Export,620,7113,46.665,kg,46.665,16770939.626
2021,Export,634,7113,484.909,kg,484.909,62394347.148
2021,Export,642,7113,4.309,kg,4.309,217623.833
2021,Export,643,7113,821.115,kg,821.115,112578283.505
2021,Export,652,7113,21.04,kg,21.04,8080457.588
2021,Export,659,7113,0.58,kg,0.58,175861.091
2021,Export,670,7113,7.708,kg,7.708,2338752.935
2021,Export,682,7113,742.372,kg,742.372,411681349.346
2021,Export,686,7113,8.0,kg,8.0,600.69
2021,Export,688,7113,250.0,kg,250.0,1641.23
2021,Export,690,7113,0.019,kg,0.019,5764.0
2021,Export,699,7113,72.772,kg,72.772,2632134.857
2021,Export,702,7113,1319.05,kg,1319.05,406128718.781
2021,Export,703,7113,51.234,kg,51.234,44123.925
2021,Export,704,7113,0.14,kg,0.14,628.044
2021,Export,705,7113,103.071,kg,103.071,102331.793
2021,Export,710,7113,33.709,kg,33.709,3304755.824
2021,Export,724,7113,361.79,kg,361.79,27100314.682
2021,Export,740,7113,0.086,kg,0.086,26239.987
2021,Export,752,7113,80.85,kg,80.85,6971360.22
2021,Export,762,7113,0.198,kg,0.198,60030.727
2021,Export,764,7113,106.507,kg,106.507,18101671.992
2021,Export,784,7113,2654.244,kg,2654.244,893037776.846
2021,Import,40,7105,0.0,N/A,48.0,17401.416
2021,Import,100,7105,0.0,N/A,111.0,159251.842
2021,Import,643,7105,0.0,N/A,346.0,539693.363
2021,Export,251,7105,0.0,N/A,670.0,1010714.374
2021,Export,392,7105,0.0,N/A,2617.0,2313825.932
2021,Export,410,7105,0.0,N/A,2790.0,2211735.947
2021,Export,788,7113,0.299,kg,0.299,90828.958
2021,Export,792,7113,172.882,kg,172.882,30956074.133
2021,Export,795,7113,2.514,kg,2.514,446019.606
2021,Export,796,7113,7.39,kg,7.39,227745.846
2021,Export,804,7113,86.375,kg,86.375,16095978.264
2021,Export,807,7113,0.125,kg,0.125,561.301
2021,Export,818,7113,1.089,kg,1.089,330402.602
2021,Export,826,7113,2765.765,kg,2765.765,562911740.332
2021,Import,528,7108,0.0,N/A,0.0,5709.293
2021,Export,842,7113,9020.818,kg,9020.818,1859121743.697
2021,Export,858,7113,12.191,kg,12.191,221406.321
2021,Export,860,7113,0.586,kg,0.586,171880.561
2021,Import,208,7110,0.0,N/A,0.0,590.843
2021,Export,862,7113,0.554,kg,0.554,168196.546
2021,Export,804,7102,0.0,N/A,0.0,171.782
2021,Export,882,7113,0.004,kg,0.004,21.883
2021,Export,40,7114,9.412,kg,9.412,37555.722
2021,Import,4,7103,0.0,N/A,317.162,2829128.427
2021,Import,36,7103,0.0,N/A,131.414,513233.451
2021,Import,40,7103,0.0,N/A,1816.449,1017887.644
2021,Import,56,7103,0.0,N/A,149.581,2227929.418
2021,Import,68,7103,0.0,N/A,205.507,11791.691
2021,Import,76,7103,0.0,N/A,44876.947,4349675.623
2021,Import,104,7103,0.0,N/A,377.39,22330655.928
2021,Import,246,7103,0.538,kg,0.538,428.908
2021,Import,124,7103,0.0,N/A,51.911,7923.859
2021,Import,144,7103,0.0,N/A,597.884,18959552.829
2021,Import,156,7103,0.0,N/A,11799.74,6929873.205
2021,Import,170,7103,0.0,N/A,35.915,26377662.455
2021,Import,180,7103,0.0,N/A,61.724,28163.509
2021,Import,203,7103,0.0,N/A,17.67,3632.589
2021,Import,231,7103,0.0,N/A,22.327,31886.913
2021,Import,251,7103,0.0,N/A,5267.87,162826348.194
2021,Import,276,7103,0.0,N/A,19356.736,31498401.123
2021,Import,344,7103,0.0,N/A,1965.274,43576965.333
2021,Import,360,7103,0.0,N/A,93.302,5855.909
2021,Import,376,7103,0.0,N/A,418.677,1807636.641
2021,Import,380,7103,0.0,N/A,870.294,4945746.335
2021,Import,392,7103,0.0,N/A,256.203,701490.206
2021,Import,450,7103,0.0,N/A,12606.815,1903026.03
2021,Import,470,7103,0.0,N/A,15.456,4025.39
2021,Import,484,7103,0.0,N/A,144.333,6327.489
2021,Import,508,7103,0.0,N/A,631.0,18991410.199
2021,Import,516,7103,0.0,N/A,35.745,30816.831
2021,Import,528,7103,0.0,N/A,250.999,164490.649
2021,Import,554,7103,0.0,N/A,9.24,4952.138
2021,Import,566,7103,0.0,N/A,142.473,181048.472
2021,Import,586,7103,0.0,N/A,1982.45,91425.271
2021,Import,604,7103,0.0,N/A,29.737,2879.812
2021,Import,616,7103,0.0,N/A,67.203,34029.266
2021,Import,699,7103,0.0,N/A,2411.154,10581856.429
2021,Import,710,7103,0.0,N/A,1001.926,64364.669
2021,Import,724,7103,0.0,N/A,128.178,268896.956
2021,Import,764,7103,0.0,N/A,251.056,113800252.645
2021,Import,784,7103,0.0,N/A,148.705,42025045.476
2021,Import,792,7103,0.0,N/A,127.233,59053.648
2021,Import,826,7103,0.0,N/A,1008.765,13255471.736
2021,Import,834,7103,0.0,N/A,865.102,827028.992
2021,Import,842,7103,0.0,N/A,1815.966,128460233.324
2021,Import,894,7103,0.0,N/A,47.503,8414793.672
2021,Export,40,7103,0.0,N/A,309.031,506131.301
2021,Export,76,7103,0.0,N/A,84.372,906091.424
2021,Export,144,7103,0.0,N/A,35.388,2257640.06
2021,Export,156,7103,0.0,N/A,11.105,13549162.208
2021,Export,251,7103,0.0,N/A,4165.032,238607147.09
2021,Export,344,7103,0.0,N/A,1324.773,56770492.667
2021,Export,380,7103,0.0,N/A,506.51,13193643.314
2021,Export,528,7103,0.0,N/A,12.52,126802.534
2021,Export,752,7103,0.0,N/A,2.126,15984.487
2021,Export,764,7103,0.0,N/A,250.409,37617221.069
2021,Export,784,7103,0.0,N/A,25.402,26601323.826
2021,Export,826,7103,0.0,N/A,103.158,24935050.713
2021,Export,842,7103,0.0,N/A,723.089,149562378.169
2021,Export,48,7114,1.367,kg,1.367,1850.213
2021,Export,50,7114,3.0,kg,3.0,14164.91
2021,Export,56,7114,8.753,kg,8.753,1383.01
2021,Export,76,7114,1.169,kg,1.169,1582.146
2021,Export,100,7114,0.069,kg,0.069,93.003
2021,Export,124,7114,38.0,kg,38.0,5795.731
2021,Export,764,7104,74646.0,kg,74646.0,18185731.423
2021,Export,703,7104,15.0,kg,15.0,96598.429
2021,Export,480,7104,243.0,kg,243.0,86928.301
2021,Export,348,7104,1.0,kg,1.0,4154.501
2021,Export,344,7104,30846.0,kg,30846.0,7712324.199
2021,Export,208,7104,42.0,kg,42.0,300016.868
2021,Export,144,7104,1.0,kg,1.0,27.354
2021,Import,40,7104,220.954,kg,220.954,111265.555
2021,Import,48,7104,3.059,kg,3.059,138.957
2021,Import,56,7104,199.214,kg,199.214,303944.879
2021,Import,76,7104,0.247,kg,0.247,308.551
2021,Import,100,7104,0.03,kg,0.03,37.201
2021,Import,156,7104,9016.533,kg,9016.533,2969965.667
2021,Import,203,7104,11.638,kg,11.638,13640.811
2021,Import,208,7104,0.146,kg,0.146,182.724
2021,Import,231,7104,0.01,kg,0.01,13.13
2021,Import,251,7104,20610.558,kg,20610.558,5566009.873
2021,Import,276,7104,673.365,kg,673.365,3870664.009
2021,Import,300,7104,0.01,kg,0.01,12.036
2021,Import,344,7104,229.303,kg,229.303,247809.337
2021,Import,360,7104,16.008,kg,16.008,236.337
2021,Import,376,7104,17.372,kg,17.372,20520.847
2021,Import,380,7104,120.961,kg,120.961,56357.654
2021,Import,392,7104,4410.635,kg,4410.635,5050298.165
2021,Import,404,7104,0.285,kg,0.285,101.756
2021,Import,440,7104,7.898,kg,7.898,2241.92
2021,Import,458,7104,4.013,kg,4.013,2369.936
2021,Import,490,7104,61.411,kg,61.411,78047.058
2021,Import,512,7104,0.038,kg,0.038,47.049
2021,Import,528,7104,78.321,kg,78.321,46987.324
2021,Import,566,7104,0.094,kg,0.094,118.169
2021,Import,586,7104,2.382,kg,2.382,677.281
2021,Import,616,7104,54.359,kg,54.359,247348.699
2021,Import,682,7104,4.189,kg,4.189,724.33
2021,Import,699,7104,151.107,kg,151.107,417676.656
2021,Import,704,7104,0.015,kg,0.015,18.601
2021,Import,724,7104,18.449,kg,18.449,30270.849
2021,Import,764,7104,7003.038,kg,7003.038,323733.737
2021,Import,784,7104,0.041,kg,0.041,51.425
2021,Import,792,7104,3.154,kg,3.154,18979.185
2021,Import,804,7104,38.857,kg,38.857,85734.58
2021,Import,826,7104,33.529,kg,33.529,313699.256
2021,Import,842,7104,237.505,kg,237.505,151245.921
2021,Export,36,7104,12.429,kg,12.429,52032.466
2021,Export,40,7104,60.134,kg,60.134,2276327.106
2021,Export,56,7104,986.226,kg,986.226,345218.534
2021,Export,124,7104,14.58,kg,14.58,104621.856
2021,Export,156,7104,167.354,kg,167.354,180341.649
2021,Export,170,7104,0.012,kg,0.012,70.026
2021,Export,191,7104,43.107,kg,43.107,2024.184
2021,Export,203,7104,22.462,kg,22.462,33080.635
2021,Export,246,7104,1.408,kg,1.408,8144.878
2021,Export,251,7104,548.351,kg,548.351,378970.979
2021,Export,276,7104,5566.343,kg,5566.343,6126208.765
2021,Export,360,7104,14.949,kg,14.949,60872.131
2021,Export,372,7104,0.521,kg,0.521,3013.299
2021,Export,376,7104,18.489,kg,18.489,99077.78
2021,Export,380,7104,66.623,kg,66.623,182455.554
2021,Export,392,7104,327.296,kg,327.296,1413101.33
2021,Export,398,7104,0.202,kg,0.202,1168.556
2021,Export,400,7104,0.027,kg,0.027,158.652
2021,Export,410,7104,9.653,kg,9.653,44301.178
2021,Export,414,7104,0.129,kg,0.129,745.118
2021,Export,442,7104,1.567,kg,1.567,9065.061
2021,Export,458,7104,10.949,kg,10.949,61925.801
2021,Export,490,7104,6.265,kg,6.265,8352.767
2021,Export,528,7104,11.688,kg,11.688,70568.519
2021,Export,579,7104,5.748,kg,5.748,60014.315
2021,Export,616,7104,1.156,kg,1.156,2746.325
2021,Export,620,7104,440.572,kg,440.572,576528.038
2021,Export,643,7104,5.616,kg,5.616,5041.859
2021,Export,682,7104,0.032,kg,0.032,186.006
2021,Export,699,7104,15603.053,kg,15603.053,277966.394
2021,Export,702,7104,2.664,kg,2.664,33382.621
2021,Export,704,7104,2.229,kg,2.229,9078.191
2021,Export,710,7104,8.4,kg,8.4,48603.389
2021,Export,724,7104,16.599,kg,16.599,21583.27
2021,Export,752,7104,17.722,kg,17.722,266841.042
2021,Export,784,7104,0.332,kg,0.332,1774.717
2021,Export,792,7104,1.398,kg,1.398,8089.076
2021,Export,826,7104,211.374,kg,211.374,2195344.435
2021,Export,842,7104,428.593,kg,428.593,3629290.482
2021,Export,136,7114,1.337,kg,1.337,1809.73
2021,Export,156,7114,143.551,kg,143.551,1123621.16
2021,Export,196,7114,0.225,kg,0.225,10.942
2021,Export,203,7114,0.145,kg,0.145,195.853
2021,Export,208,7114,0.824,kg,0.824,1114.942
2021,Export,214,7114,0.122,kg,0.122,165.217
2021,Export,233,7114,46.0,kg,46.0,2363.371
2021,Export,251,7114,348.142,kg,348.142,5707251.949
2021,Export,270,7114,0.112,kg,0.112,5.471
2021,Export,276,7114,10639.64,kg,10639.64,622447.468
2021,Export,300,7114,3.569,kg,3.569,3255.106
2021,Export,344,7114,98.071,kg,98.071,1235103.358
2021,Export,364,7114,5.0,kg,5.0,1639.042
2021,Export,376,7114,1.225,kg,1.225,33929.698
2021,Export,380,7114,698.879,kg,698.879,1116973.084
2021,Export,392,7114,37.946,kg,37.946,123583.535
2021,Export,404,7114,3.0,kg,3.0,14267.761
2021,Export,410,7114,11.921,kg,11.921,13358.519
2021,Export,414,7114,4.035,kg,4.035,4986.057
2021,Export,428,7114,2.0,kg,2.0,5501.403
2021,Export,446,7114,2.695,kg,2.695,64615.23
2021,Export,484,7114,74.002,kg,74.002,24629.393
2021,Export,490,7114,26.21,kg,26.21,527567.955
2021,Export,504,7114,1.971,kg,1.971,2689.429
2021,Export,528,7114,94.266,kg,94.266,27666.763
2021,Export,566,7114,0.225,kg,0.225,10.942
2021,Export,616,7114,3.582,kg,3.582,7807.879
2021,Export,620,7114,1.212,kg,1.212,934.407
2021,Export,634,7114,5.038,kg,5.038,7116.374
2021,Export,643,7114,140.324,kg,140.324,284525.844
2021,Export,682,7114,9.0,kg,9.0,29827.716
2021,Export,699,7114,82.041,kg,82.041,33894.685
2021,Export,702,7114,82.11,kg,82.11,567603.028
2021,Export,710,7114,1.49,kg,1.49,1062.423
2021,Export,724,7114,60.292,kg,60.292,33854.201
2021,Export,752,7114,5.294,kg,5.294,5430.283
2021,Export,764,7114,0.039,kg,0.039,52.519
2021,Export,784,7114,82.15,kg,82.15,479418.639
2021,Export,792,7114,8.705,kg,8.705,8193.021
2021,Export,804,7114,7.873,kg,7.873,22028.591
2021,Export,826,7114,234.038,kg,234.038,846663.575
2021,Export,842,7114,289.593,kg,289.593,1941069.745
2021,Export,31,7115,0.006,kg,0.006,19.695
2021,Export,36,7115,11.693,kg,11.693,41038.412
2021,Export,40,7115,30.028,kg,30.028,46032.129
2021,Export,48,7115,2.726,kg,2.726,9566.183
2021,Export,51,7115,0.489,kg,0.489,1714.538
2021,Export,56,7115,17.601,kg,17.601,61774.808
2021,Export,76,7115,5.533,kg,5.533,14461.426
2021,Export,100,7115,0.163,kg,0.163,572.242
2021,Export,124,7115,23.288,kg,23.288,81733.26
2021,Export,136,7115,0.287,kg,0.287,1008.809
2021,Export,152,7115,0.046,kg,0.046,159.746
2021,Export,156,7115,108.0,kg,108.0,1465361.38
2021,Export,170,7115,0.023,kg,0.023,79.873
2021,Export,203,7115,1.995,kg,1.995,4211.397
2021,Export,208,7115,4.307,kg,4.307,15116.824
2021,Export,218,7115,0.023,kg,0.023,79.873
2021,Export,246,7115,37.98,kg,37.98,133297.429
2021,Export,251,7115,159.914,kg,159.914,8955929.128
2021,Export,276,7115,7007.077,kg,7007.077,4628696.781
2021,Export,300,7115,0.544,kg,0.544,1910.392
2021,Export,320,7115,0.054,kg,0.054,189.289
2021,Export,344,7115,21.0,kg,21.0,1060772.987
2021,Export,348,7115,192.597,kg,192.597,23280.302
2021,Export,360,7115,0.292,kg,0.292,1026.316
2021,Export,364,7115,0.311,kg,0.311,1093.059
2021,Export,372,7115,1.0,kg,1.0,1137.92
2021,Export,376,7115,11.42,kg,11.42,40082.122
2021,Export,380,7115,168.338,kg,168.338,1162042.357
2021,Export,392,7115,68.561,kg,68.561,2074139.59
2021,Export,398,7115,0.757,kg,0.757,2657.699
2021,Export,400,7115,5.283,kg,5.283,18540.43
2021,Export,410,7115,24.591,kg,24.591,448533.971
2021,Export,414,7115,14.553,kg,14.553,18112.616
2021,Export,422,7115,0.472,kg,0.472,1656.548
2021,Export,440,7115,1.265,kg,1.265,4438.98
2021,Export,442,7115,0.723,kg,0.723,2536.248
2021,Export,446,7115,1.09,kg,1.09,3825.16
2021,Export,458,7115,2.62,kg,2.62,9195.265
2021,Export,470,7115,0.659,kg,0.659,2314.134
2021,Export,480,7115,8.009,kg,8.009,7967.625
2021,Export,484,7115,8.327,kg,8.327,29223.744
2021,Export,490,7115,47.274,kg,47.274,261375.746
2021,Export,504,7115,1.38,kg,1.38,4844.911
2021,Export,512,7115,3.644,kg,3.644,12790.653
2021,Export,524,7115,0.018,kg,0.018,62.367
2021,Export,528,7115,30.334,kg,30.334,929982.264
2021,Export,531,7115,0.214,kg,0.214,751.683
2021,Export,533,7115,0.583,kg,0.583,2047.161
2021,Import,484,7101,0.0,N/A,0.0,86956.749
2021,Export,534,7115,4.493,kg,4.493,15768.939
2021,Import,422,7101,0.0,N/A,0.0,914193.63
2021,Export,554,7115,5.857,kg,5.857,17101.618
2021,Export,566,7115,0.004,kg,0.004,14.224
2021,Export,579,7115,8.707,kg,8.707,30558.611
2021,Export,591,7115,0.046,kg,0.046,159.746
2021,Export,608,7115,0.046,kg,0.046,159.746
2021,Export,616,7115,1.694,kg,1.694,5946.724
2021,Export,620,7115,0.559,kg,0.559,1960.723
2021,Export,634,7115,9.196,kg,9.196,32274.243
2021,Export,643,7115,16.741,kg,16.741,60072.305
2021,Export,682,7115,15.203,kg,15.203,28768.576
2021,Export,699,7115,1.696,kg,1.696,9059.59
2021,Export,702,7115,721.1,kg,721.1,1403397.284
2021,Export,704,7115,0.006,kg,0.006,19.695
2021,Export,710,7115,1.756,kg,1.756,6162.272
2021,Export,724,7115,45.532,kg,45.532,134975.86
2021,Export,752,7115,11.013,kg,11.013,208974.55
2021,Export,764,7115,400.37,kg,400.37,294339.306
2021,Export,784,7115,36.827,kg,36.827,490793.458
2021,Export,792,7115,17.843,kg,17.843,55984.548
2021,Export,795,7115,1.745,kg,1.745,6122.883
2021,Export,804,7115,121.353,kg,121.353,5014035.732
2021,Export,818,7115,0.081,kg,0.081,284.48
2021,Export,826,7115,101.722,kg,101.722,692403.261
2021,Export,842,7115,143.538,kg,143.538,3008570.682
2021,Export,8,7116,0.088,kg,0.088,128.016
2021,Export,31,7116,0.422,kg,0.422,611.632
2021,Import,156,7105,0.0,N/A,18956.554,7271880.398
2021,Import,276,7105,0.0,N/A,363.339,487977.107
2021,Import,380,7105,0.0,N/A,93.676,85591.245
2021,Import,392,7105,0.0,N/A,93.75,91269.902
2021,Import,826,7105,0.0,N/A,440.8,923359.354
2021,Import,842,7105,0.0,N/A,1429.525,4054274.988
2021,Export,40,7105,0.0,N/A,528.463,1127815.05
2021,Export,56,7105,0.0,N/A,214.865,122849.358
2021,Export,156,7105,0.0,N/A,100.842,307199.985
2021,Export,208,7105,0.0,N/A,281.519,633769.768
2021,Export,276,7105,0.0,N/A,3638.275,4152651.416
2021,Export,380,7105,0.0,N/A,530.012,302106.701
2021,Export,616,7105,0.0,N/A,43.227,38692.547
2021,Export,699,7105,0.0,N/A,416.676,361693.202
2021,Export,842,7105,0.0,N/A,816.617,2081289.882
2021,Export,32,7116,0.679,kg,0.679,983.644
2021,Export,36,7116,20.736,kg,20.736,74564.367
2021,Export,40,7116,3399.4,kg,3399.4,745576.929
2021,Export,48,7116,130.54,kg,130.54,154383.953
2021,Export,50,7116,0.034,kg,0.034,49.237
2021,Export,51,7116,0.032,kg,0.032,45.954
2021,Export,56,7116,49.259,kg,49.259,117678.389
2021,Export,68,7116,0.21,kg,0.21,304.175
2021,Export,70,7116,0.068,kg,0.068,98.474
2021,Export,76,7116,8.911,kg,8.911,17871.902
2021,Export,92,7116,10.004,kg,10.004,439.85
2021,Export,100,7116,0.941,kg,0.941,1363.315
2021,Export,112,7116,0.308,kg,0.308,446.415
2021,Export,124,7116,17.929,kg,17.929,29081.504
2021,Export,136,7116,0.294,kg,0.294,426.72
2021,Export,144,7116,0.382,kg,0.382,553.642
2021,Export,152,7116,3.02,kg,3.02,4376.614
2021,Export,156,7116,84.119,kg,84.119,1157493.961
2021,Export,170,7116,2.308,kg,2.308,3344.827
2021,Export,188,7116,0.015,kg,0.015,21.883
2021,Export,191,7116,1.061,kg,1.061,1537.286
2021,Export,196,7116,0.02,kg,0.02,28.448
2021,Import,31,7102,2.0,carat,0.0,1216059.617
2021,Import,72,7102,3.0,carat,0.001,15898.049
2021,Import,92,7102,5.0,carat,0.001,180617.376
2021,Import,124,7102,29.0,carat,0.006,70233.708
2021,Import,144,7102,16143.0,carat,3.721,11086168.152
2021,Import,180,7102,103.0,carat,0.021,5090.002
2021,Import,203,7102,1.0,carat,0.0,509240.885
2021,Import,233,7102,8.0,carat,0.002,2166.424
2021,Import,324,7102,639.0,carat,0.128,55001.998
2021,Import,352,7102,1.0,carat,0.0,5712.575
2021,Import,360,7102,1090.0,carat,0.218,1194493.854
2021,Import,380,7102,3098.0,carat,0.62,5997864.569
2021,Import,422,7102,621.0,carat,0.124,5102394.091
2021,Import,426,7102,172.0,carat,0.034,30816409.825
2021,Import,458,7102,11.0,carat,0.002,1721118.648
2021,Import,480,7102,1626.0,carat,0.325,1752087.566
2021,Import,490,7102,15.0,carat,0.003,1481435.588
2021,Import,516,7102,1.0,carat,0.0,1734.233
2021,Import,591,7102,11.0,carat,0.002,467196.945
2021,Import,634,7102,330.0,carat,0.066,168093.696
2021,Import,643,7102,646766.0,carat,129.832,56088592.184
2021,Import,682,7102,54.0,carat,0.011,1318076.294
2021,Import,694,7102,14.0,carat,0.003,33601.452
2021,Import,699,7102,262480.0,carat,53.583,180303341.739
2021,Import,702,7102,16.0,carat,0.003,888770.976
2021,Import,704,7102,377.0,carat,0.075,462752.494
2021,Import,705,7102,6.0,carat,0.001,71568.575
2021,Import,710,7102,1289.0,carat,0.258,43730239.815
2021,Import,716,7102,247.0,carat,0.049,322988.619
2021,Import,724,7102,74.0,carat,0.015,96141.073
2021,Import,764,7102,7998.0,carat,1.6,5973649.859
2021,Import,784,7102,4986.0,carat,1.432,141139875.092
2021,Import,792,7102,10.0,carat,0.002,19942.04
2021,Import,804,7102,6.0,carat,0.001,12316.885
2021,Import,826,7102,2459.0,carat,0.492,15675240.167
2021,Import,842,7102,10484.0,carat,2.097,392938505.638
2021,Export,31,7102,2.0,carat,0.0,1225329.285
2021,Export,36,7102,83.0,carat,0.017,1940488.749
2021,Export,40,7102,232.0,carat,0.046,2746775.875
2021,Export,51,7102,7427.0,carat,1.826,4469426.338
2021,Export,92,7102,777.0,carat,0.155,50060757.659
2021,Export,144,7102,19026.0,carat,4.212,10860455.243
2021,Export,246,7102,1.0,carat,0.0,938.784
2021,Export,276,7102,14114.0,carat,2.823,11069036.992
2021,Export,344,7102,63369.0,carat,14.347,172785803.109
2021,Export,348,7102,7.0,carat,0.001,391.707
2021,Export,376,7102,17615.0,carat,4.245,56676841.887
2021,Export,380,7102,35211.0,carat,7.438,29876991.582
2021,Export,392,7102,1328.0,carat,0.266,7017768.737
2021,Export,422,7102,19.0,carat,0.004,648715.904
2021,Export,12,7104,14.0,kg,14.0,1211.228
2021,Import,752,7104,1.0,kg,1.0,17120.219
2021,Export,428,7102,185.0,carat,0.037,2257434.359
2021,Export,458,7102,11.0,carat,0.002,1762617.699
2021,Export,480,7102,1030.0,carat,0.206,1127926.654
2021,Export,490,7102,70.0,carat,0.014,1488085.852
2021,Export,504,7102,10.0,carat,0.002,1180049.934
2021,Export,579,7102,4.0,carat,0.001,24771.633
2021,Import,703,7104,1.0,kg,1.0,5042.953
2021,Import,702,7104,12.0,kg,12.0,7241.107
2021,Import,688,7104,13.0,kg,13.0,23905.064
2021,Import,643,7104,7597.0,kg,7597.0,3364684.795
2021,Import,620,7104,9.0,kg,9.0,57948.553
2021,Import,579,7104,1.0,kg,1.0,6.565
2021,Import,508,7104,16.0,kg,16.0,20.789
2021,Import,499,7104,86.0,kg,86.0,82666.573
2021,Import,484,7104,39.0,kg,39.0,4910.561
2021,Import,480,7104,4040.0,kg,4040.0,3551013.652
2021,Import,428,7104,453.0,kg,453.0,236906.098
2021,Import,410,7104,106.0,kg,106.0,13565.314
2021,Import,124,7104,1.0,kg,1.0,7231.26
2021,Export,591,7102,17.0,carat,0.003,654563.06
2021,Export,616,7102,1.0,carat,0.0,59.084
2021,Export,620,7102,3793.0,carat,0.759,2323485.118
2021,Export,626,7102,43.0,carat,0.009,141500.297
2021,Export,634,7102,3.0,carat,0.001,7107.621
2021,Export,699,7102,13670.0,carat,2.734,9529378.218
2021,Export,702,7102,94.0,carat,0.019,9494706.685
2021,Export,704,7102,330.0,carat,0.066,376106.485
2021,Export,705,7102,1.0,carat,0.0,35.013
2021,Export,724,7102,1267.0,carat,0.253,430857.922
2021,Export,784,7102,436612.0,carat,86.474,194896189.541
2021,Export,792,7102,14.0,carat,0.003,7293.627
2021,Export,842,7102,8452.0,carat,1.69,540668343.14
2021,Export,703,7103,1.0,kg,1.0,60.178
2021,Import,752,7103,4.0,kg,4.0,243.996
2021,Import,705,7103,90.0,kg,90.0,28463.307
2021,Import,579,7103,62.0,kg,62.0,994.585
2021,Import,498,7103,22.0,kg,22.0,420.155
2021,Import,446,7103,5.0,kg,5.0,45.954
2021,Export,203,7116,1032.409,kg,1032.409,419310.227
2021,Export,208,7116,4.307,kg,4.307,5998.149
2021,Export,218,7116,0.449,kg,0.449,651.021
2021,Export,222,7116,0.145,kg,0.145,210.077
2021,Export,251,7116,700.096,kg,700.096,1298012.803
2021,Export,268,7116,0.23,kg,0.23,332.623
2021,Export,276,7116,1554.557,kg,1554.557,3138909.52
2021,Export,300,7116,312.803,kg,312.803,12685.615
2021,Export,320,7116,0.246,kg,0.246,356.694
2021,Export,344,7116,7082.887,kg,7082.887,13442215.276
2021,Import,704,7101,2.0,kg,2.0,6130519.729
2021,Import,586,7101,29.0,kg,29.0,591.937
2021,Import,450,7101,2.0,kg,2.0,71.12
2021,Import,124,7101,1.0,kg,1.0,1294.383
2021,Import,76,7101,12.0,kg,12.0,555.83
2021,Export,348,7116,11.414,kg,11.414,6698.407
2021,Export,360,7116,0.958,kg,0.958,1388.481
2021,Export,364,7116,1.801,kg,1.801,2610.65
2021,Export,368,7116,13.017,kg,13.017,19014.198
2021,Export,372,7116,0.212,kg,0.212,307.457
2021,Export,376,7116,12.61,kg,12.61,18274.55
2021,Export,380,7116,216.503,kg,216.503,234962.882
2021,Export,384,7116,2.052,kg,2.052,584.278
2021,Export,392,7116,30.0,kg,30.0,342094.726
2021,Export,398,7116,1.59,kg,1.59,1571.204
2021,Export,400,7116,2.764,kg,2.764,3083.324
2021,Export,410,7116,19.216,kg,19.216,89587.094
2021,Export,414,7116,7.565,kg,7.565,10173.438
2021,Export,422,7116,0.353,kg,0.353,510.97
2021,Export,428,7116,0.168,kg,0.168,242.902
2021,Export,434,7116,0.113,kg,0.113,164.123
2021,Export,440,7116,0.146,kg,0.146,211.172
2021,Export,442,7116,1.282,kg,1.282,472.674
2021,Export,446,7116,10.0,kg,10.0,108359.484
2021,Export,458,7116,6.864,kg,6.864,9948.043
2021,Export,466,7116,6.0,kg,6.0,5129.391
2021,Import,56,7106,5015.327,kg,5015.327,3662798.93
2021,Import,90,7106,0.411,kg,0.411,375.295
2021,Import,124,7106,313.294,kg,313.294,380999.539
2021,Import,156,7106,95912.458,kg,95912.458,80426015.205
2021,Import,203,7106,214.391,kg,214.391,227090.448
2021,Import,208,7106,14.017,kg,14.017,3779.206
2021,Import,251,7106,6822.217,kg,6822.217,3881147.093
2021,Import,276,7106,119515.732,kg,119515.732,88848884.823
2021,Import,288,7106,0.111,kg,0.111,101.756
2021,Import,376,7106,2.407,kg,2.407,591.937
2021,Import,380,7106,32706.652,kg,32706.652,27949838.374
2021,Import,392,7106,5669.551,kg,5669.551,722340.393
2021,Import,484,7106,14233.268,kg,14233.268,22886459.606
2021,Import,528,7106,3615.722,kg,3615.722,545661.97
2021,Import,643,7106,28912.114,kg,28912.114,23270268.93
2021,Import,688,7106,5937.008,kg,5937.008,4495572.228
2021,Import,724,7106,2425.762,kg,2425.762,1899191.023
2021,Import,752,7106,8445.086,kg,8445.086,7274679.243
2021,Import,792,7106,613.251,kg,613.251,248745.933
2021,Import,826,7106,81637.021,kg,81637.021,63297906.702
2021,Import,842,7106,33802.983,kg,33802.983,33172484.303
2021,Export,8,7106,0.097,kg,0.097,57.99
2021,Export,36,7106,194.068,kg,194.068,224713.947
2021,Export,56,7106,705.046,kg,705.046,609082.384
2021,Export,70,7106,0.024,kg,0.024,14.224
2021,Export,116,7106,0.029,kg,0.029,17.506
2021,Export,188,7106,0.025,kg,0.025,15.318
